"sub","ses","task","run","muvi","start_TR","end_TR","contrast","contrast_file","ExpectedDuration","dim4"
"sub_06","ses_01",2,2,"M14nailD.avi",104,115,"Motion","thresh_zstat1.nii.gz",11,160
"sub_06","ses_01",2,2,"S17pillowD.avi",118,128,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_06","ses_01",2,2,"M12letterD.avi",131,141,"Motion","thresh_zstat1.nii.gz",10,160
"sub_06","ses_01",2,2,"M17pillowD.avi",144,160,"Motion","thresh_zstat1.nii.gz",10,160
"sub_06","ses_02",3,1,"S13lightD.avi",5,17,"Scrambled","thresh_zstat2.nii.gz",12,190
"sub_06","ses_02",3,1,"S16pencilD.avi",20,40,"Scrambled","thresh_zstat2.nii.gz",20,190
"sub_06","ses_02",3,1,"M13lightD.avi",43,55,"Motion","thresh_zstat1.nii.gz",12,190
"sub_06","ses_02",3,1,"S18removerD.avi",58,73,"Scrambled","thresh_zstat2.nii.gz",15,190
"sub_06","ses_02",3,1,"M16pencilD.avi",76,96,"Motion","thresh_zstat1.nii.gz",20,190
"sub_06","ses_02",3,1,"S19sandwichD.avi",99,117,"Scrambled","thresh_zstat2.nii.gz",18,190
"sub_06","ses_02",3,1,"M18removerD.avi",120,135,"Motion","thresh_zstat1.nii.gz",15,190
"sub_06","ses_02",3,1,"S22shirtD.avi",138,147,"Scrambled","thresh_zstat2.nii.gz",9,190
"sub_06","ses_02",3,1,"M19sandwichD.avi",150,168,"Motion","thresh_zstat1.nii.gz",18,190
"sub_06","ses_02",3,1,"M22shirtD.avi",171,190,"Motion","thresh_zstat1.nii.gz",9,190
"sub_06","ses_02",3,2,"S22shirtD.avi",5,14,"Scrambled","thresh_zstat2.nii.gz",9,190
"sub_06","ses_02",3,2,"S18removerD.avi",17,32,"Scrambled","thresh_zstat2.nii.gz",15,190
"sub_06","ses_02",3,2,"M22shirtD.avi",35,44,"Motion","thresh_zstat1.nii.gz",9,190
"sub_06","ses_02",3,2,"S16pencilD.avi",47,67,"Scrambled","thresh_zstat2.nii.gz",20,190
"sub_06","ses_02",3,2,"M18removerD.avi",70,85,"Motion","thresh_zstat1.nii.gz",15,190
"sub_06","ses_02",3,2,"S13lightD.avi",88,100,"Scrambled","thresh_zstat2.nii.gz",12,190
"sub_06","ses_02",3,2,"M16pencilD.avi",103,123,"Motion","thresh_zstat1.nii.gz",20,190
"sub_06","ses_02",3,2,"S19sandwichD.avi",126,144,"Scrambled","thresh_zstat2.nii.gz",18,190
"sub_06","ses_02",3,2,"M13lightD.avi",147,159,"Motion","thresh_zstat1.nii.gz",12,190
"sub_06","ses_02",3,2,"M19sandwichD.avi",162,190,"Motion","thresh_zstat1.nii.gz",18,190
"sub_06","ses_02",4,1,"S2boatD.avi",5,27,"Scrambled","thresh_zstat2.nii.gz",22,145
"sub_06","ses_02",4,1,"S4buttonD.avi",30,46,"Scrambled","thresh_zstat2.nii.gz",16,145
"sub_06","ses_02",4,1,"M2boatD.avi",49,71,"Motion","thresh_zstat1.nii.gz",22,145
"sub_06","ses_02",4,1,"S5cardD.avi",74,94,"Scrambled","thresh_zstat2.nii.gz",20,145
"sub_06","ses_02",4,1,"M4buttonD.avi",97,113,"Motion","thresh_zstat1.nii.gz",16,145
"sub_06","ses_02",4,1,"M5cardD.avi",116,145,"Motion","thresh_zstat1.nii.gz",20,145
"sub_06","ses_02",4,2,"S5cardD.avi",5,25,"Scrambled","thresh_zstat2.nii.gz",20,145
"sub_06","ses_02",4,2,"S4buttonD.avi",28,44,"Scrambled","thresh_zstat2.nii.gz",16,145
"sub_06","ses_02",4,2,"M5cardD.avi",47,67,"Motion","thresh_zstat1.nii.gz",20,145
"sub_06","ses_02",4,2,"S2boatD.avi",70,92,"Scrambled","thresh_zstat2.nii.gz",22,145
"sub_06","ses_02",4,2,"M4buttonD.avi",95,111,"Motion","thresh_zstat1.nii.gz",16,145
"sub_06","ses_02",4,2,"M2boatD.avi",114,145,"Motion","thresh_zstat1.nii.gz",22,145
"sub_09","ses_01",1,1,"S1ballonD.avi",4,16,"Scrambled","thresh_zstat2.nii.gz",12,220
"sub_09","ses_01",1,1,"S3breakfastD.avi",19,38,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_09","ses_01",1,1,"M1ballonD.avi",41,53,"Motion","thresh_zstat1.nii.gz",12,220
"sub_09","ses_01",1,1,"S6cigaretteD.avi",56,73,"Scrambled","thresh_zstat2.nii.gz",17,220
"sub_09","ses_01",1,1,"M3breakfastD.avi",76,95,"Motion","thresh_zstat1.nii.gz",19,220
"sub_09","ses_01",1,1,"S7flowersD.avi",98,117,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_09","ses_01",1,1,"M6cigaretteD.avi",120,137,"Motion","thresh_zstat1.nii.gz",17,220
"sub_09","ses_01",1,1,"S8frameD.avi",140,167,"Scrambled","thresh_zstat2.nii.gz",27,220
"sub_09","ses_01",1,1,"M7flowersD.avi",170,189,"Motion","thresh_zstat1.nii.gz",19,220
"sub_09","ses_01",1,1,"M8frameD.avi",192,220,"Motion","thresh_zstat1.nii.gz",27,220
"sub_09","ses_01",1,2,"S8frameD.avi",4,31,"Scrambled","thresh_zstat2.nii.gz",27,220
"sub_09","ses_01",1,2,"S6cigaretteD.avi",34,51,"Scrambled","thresh_zstat2.nii.gz",17,220
"sub_09","ses_01",1,2,"M8frameD.avi",54,81,"Motion","thresh_zstat1.nii.gz",27,220
"sub_09","ses_01",1,2,"S3breakfastD.avi",84,103,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_09","ses_01",1,2,"M6cigaretteD.avi",106,123,"Motion","thresh_zstat1.nii.gz",17,220
"sub_09","ses_01",1,2,"S1ballonD.avi",126,138,"Scrambled","thresh_zstat2.nii.gz",12,220
"sub_09","ses_01",1,2,"M3breakfastD.avi",141,160,"Motion","thresh_zstat1.nii.gz",19,220
"sub_09","ses_01",1,2,"S7flowersD.avi",163,182,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_09","ses_01",1,2,"M1ballonD.avi",185,197,"Motion","thresh_zstat1.nii.gz",12,220
"sub_09","ses_01",1,2,"M7flowersD.avi",200,220,"Motion","thresh_zstat1.nii.gz",19,220
"sub_09","ses_01",2,1,"S12letterD.avi",4,14,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_09","ses_01",2,1,"S14nailD.avi",17,28,"Scrambled","thresh_zstat2.nii.gz",11,160
"sub_09","ses_01",2,1,"M12letterD.avi",31,41,"Motion","thresh_zstat1.nii.gz",10,160
"sub_09","ses_01",2,1,"S15juiceD.avi",44,59,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_09","ses_01",2,1,"M14nailD.avi",62,73,"Motion","thresh_zstat1.nii.gz",11,160
"sub_09","ses_01",2,1,"S17pillowD.avi",76,86,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_09","ses_01",2,1,"M15juiceD.avi",89,104,"Motion","thresh_zstat1.nii.gz",15,160
"sub_09","ses_01",2,1,"S21toastD.avi",107,122,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_09","ses_01",2,1,"M17pillowD.avi",125,135,"Motion","thresh_zstat1.nii.gz",10,160
"sub_09","ses_01",2,1,"M21toastD.avi",138,160,"Motion","thresh_zstat1.nii.gz",15,160
"sub_09","ses_01",2,2,"S21toastD.avi",4,19,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_09","ses_01",2,2,"S15juiceD.avi",22,37,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_09","ses_01",2,2,"M21toastD.avi",40,55,"Motion","thresh_zstat1.nii.gz",15,160
"sub_09","ses_01",2,2,"S14nailD.avi",58,69,"Scrambled","thresh_zstat2.nii.gz",11,160
"sub_09","ses_01",2,2,"M15juiceD.avi",72,87,"Motion","thresh_zstat1.nii.gz",15,160
"sub_09","ses_01",2,2,"S12letterD.avi",90,100,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_09","ses_01",2,2,"M14nailD.avi",103,114,"Motion","thresh_zstat1.nii.gz",11,160
"sub_09","ses_01",2,2,"S17pillowD.avi",117,127,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_09","ses_01",2,2,"M12letterD.avi",130,140,"Motion","thresh_zstat1.nii.gz",10,160
"sub_09","ses_01",2,2,"M17pillowD.avi",143,160,"Motion","thresh_zstat1.nii.gz",10,160
"sub_09","ses_02",3,1,"S13lightD.avi",4,16,"Scrambled","thresh_zstat2.nii.gz",12,190
"sub_09","ses_02",3,1,"S16pencilD.avi",19,39,"Scrambled","thresh_zstat2.nii.gz",20,190
"sub_09","ses_02",3,1,"M13lightD.avi",42,54,"Motion","thresh_zstat1.nii.gz",12,190
"sub_09","ses_02",3,1,"S18removerD.avi",57,72,"Scrambled","thresh_zstat2.nii.gz",15,190
"sub_09","ses_02",3,1,"M16pencilD.avi",75,95,"Motion","thresh_zstat1.nii.gz",20,190
"sub_09","ses_02",3,1,"S19sandwichD.avi",98,116,"Scrambled","thresh_zstat2.nii.gz",18,190
"sub_09","ses_02",3,1,"M18removerD.avi",119,134,"Motion","thresh_zstat1.nii.gz",15,190
"sub_09","ses_02",3,1,"S22shirtD.avi",137,146,"Scrambled","thresh_zstat2.nii.gz",9,190
"sub_09","ses_02",3,1,"M19sandwichD.avi",149,167,"Motion","thresh_zstat1.nii.gz",18,190
"sub_09","ses_02",3,1,"M22shirtD.avi",170,190,"Motion","thresh_zstat1.nii.gz",9,190
"sub_09","ses_02",3,2,"S22shirtD.avi",4,13,"Scrambled","thresh_zstat2.nii.gz",9,190
"sub_09","ses_02",3,2,"S18removerD.avi",16,31,"Scrambled","thresh_zstat2.nii.gz",15,190
"sub_09","ses_02",3,2,"M22shirtD.avi",34,43,"Motion","thresh_zstat1.nii.gz",9,190
"sub_09","ses_02",3,2,"S16pencilD.avi",46,66,"Scrambled","thresh_zstat2.nii.gz",20,190
"sub_09","ses_02",3,2,"M18removerD.avi",69,84,"Motion","thresh_zstat1.nii.gz",15,190
"sub_09","ses_02",3,2,"S13lightD.avi",87,99,"Scrambled","thresh_zstat2.nii.gz",12,190
"sub_09","ses_02",3,2,"M16pencilD.avi",102,122,"Motion","thresh_zstat1.nii.gz",20,190
"sub_09","ses_02",3,2,"S19sandwichD.avi",125,143,"Scrambled","thresh_zstat2.nii.gz",18,190
"sub_09","ses_02",3,2,"M13lightD.avi",146,158,"Motion","thresh_zstat1.nii.gz",12,190
"sub_09","ses_02",3,2,"M19sandwichD.avi",161,190,"Motion","thresh_zstat1.nii.gz",18,190
"sub_09","ses_02",4,1,"S2boatD.avi",5,27,"Scrambled","thresh_zstat2.nii.gz",22,145
"sub_09","ses_02",4,1,"S4buttonD.avi",30,46,"Scrambled","thresh_zstat2.nii.gz",16,145
"sub_09","ses_02",4,1,"M2boatD.avi",49,71,"Motion","thresh_zstat1.nii.gz",22,145
"sub_09","ses_02",4,1,"S5cardD.avi",74,94,"Scrambled","thresh_zstat2.nii.gz",20,145
"sub_09","ses_02",4,1,"M4buttonD.avi",97,113,"Motion","thresh_zstat1.nii.gz",16,145
"sub_09","ses_02",4,1,"M5cardD.avi",116,145,"Motion","thresh_zstat1.nii.gz",20,145
"sub_09","ses_02",4,2,"S5cardD.avi",4,24,"Scrambled","thresh_zstat2.nii.gz",20,145
"sub_09","ses_02",4,2,"S4buttonD.avi",27,43,"Scrambled","thresh_zstat2.nii.gz",16,145
"sub_09","ses_02",4,2,"M5cardD.avi",46,66,"Motion","thresh_zstat1.nii.gz",20,145
"sub_09","ses_02",4,2,"S2boatD.avi",69,91,"Scrambled","thresh_zstat2.nii.gz",22,145
"sub_09","ses_02",4,2,"M4buttonD.avi",94,110,"Motion","thresh_zstat1.nii.gz",16,145
"sub_09","ses_02",4,2,"M2boatD.avi",113,145,"Motion","thresh_zstat1.nii.gz",22,145
"sub_10","ses_01",1,1,"S1ballonD.avi",5,17,"Scrambled","thresh_zstat2.nii.gz",12,220
"sub_10","ses_01",1,1,"S3breakfastD.avi",20,39,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_10","ses_01",1,1,"M1ballonD.avi",42,54,"Motion","thresh_zstat1.nii.gz",12,220
"sub_10","ses_01",1,1,"S6cigaretteD.avi",57,74,"Scrambled","thresh_zstat2.nii.gz",17,220
"sub_10","ses_01",1,1,"M3breakfastD.avi",77,96,"Motion","thresh_zstat1.nii.gz",19,220
"sub_10","ses_01",1,1,"S7flowersD.avi",99,118,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_10","ses_01",1,1,"M6cigaretteD.avi",121,138,"Motion","thresh_zstat1.nii.gz",17,220
"sub_10","ses_01",1,1,"S8frameD.avi",141,168,"Scrambled","thresh_zstat2.nii.gz",27,220
"sub_10","ses_01",1,1,"M7flowersD.avi",171,190,"Motion","thresh_zstat1.nii.gz",19,220
"sub_10","ses_01",1,1,"M8frameD.avi",193,220,"Motion","thresh_zstat1.nii.gz",27,220
"sub_10","ses_01",1,2,"S8frameD.avi",4,31,"Scrambled","thresh_zstat2.nii.gz",27,220
"sub_10","ses_01",1,2,"S6cigaretteD.avi",34,51,"Scrambled","thresh_zstat2.nii.gz",17,220
"sub_10","ses_01",1,2,"M8frameD.avi",54,81,"Motion","thresh_zstat1.nii.gz",27,220
"sub_10","ses_01",1,2,"S3breakfastD.avi",84,103,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_10","ses_01",1,2,"M6cigaretteD.avi",106,123,"Motion","thresh_zstat1.nii.gz",17,220
"sub_10","ses_01",1,2,"S1ballonD.avi",126,138,"Scrambled","thresh_zstat2.nii.gz",12,220
"sub_10","ses_01",1,2,"M3breakfastD.avi",141,160,"Motion","thresh_zstat1.nii.gz",19,220
"sub_10","ses_01",1,2,"S7flowersD.avi",163,182,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_10","ses_01",1,2,"M1ballonD.avi",185,197,"Motion","thresh_zstat1.nii.gz",12,220
"sub_10","ses_01",1,2,"M7flowersD.avi",200,220,"Motion","thresh_zstat1.nii.gz",19,220
"sub_10","ses_01",2,1,"S12letterD.avi",4,14,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_10","ses_01",2,1,"S14nailD.avi",17,28,"Scrambled","thresh_zstat2.nii.gz",11,160
"sub_10","ses_01",2,1,"M12letterD.avi",31,41,"Motion","thresh_zstat1.nii.gz",10,160
"sub_10","ses_01",2,1,"S15juiceD.avi",44,59,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_10","ses_01",2,1,"M14nailD.avi",62,73,"Motion","thresh_zstat1.nii.gz",11,160
"sub_10","ses_01",2,1,"S17pillowD.avi",76,86,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_10","ses_01",2,1,"M15juiceD.avi",89,104,"Motion","thresh_zstat1.nii.gz",15,160
"sub_10","ses_01",2,1,"S21toastD.avi",107,122,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_10","ses_01",2,1,"M17pillowD.avi",125,135,"Motion","thresh_zstat1.nii.gz",10,160
"sub_10","ses_01",2,1,"M21toastD.avi",138,160,"Motion","thresh_zstat1.nii.gz",15,160
"sub_10","ses_01",2,2,"S21toastD.avi",4,19,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_10","ses_01",2,2,"S15juiceD.avi",22,37,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_10","ses_01",2,2,"M21toastD.avi",40,55,"Motion","thresh_zstat1.nii.gz",15,160
"sub_10","ses_01",2,2,"S14nailD.avi",58,69,"Scrambled","thresh_zstat2.nii.gz",11,160
"sub_10","ses_01",2,2,"M15juiceD.avi",72,87,"Motion","thresh_zstat1.nii.gz",15,160
"sub_10","ses_01",2,2,"S12letterD.avi",90,100,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_10","ses_01",2,2,"M14nailD.avi",103,114,"Motion","thresh_zstat1.nii.gz",11,160
"sub_10","ses_01",2,2,"S17pillowD.avi",117,127,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_10","ses_01",2,2,"M12letterD.avi",130,140,"Motion","thresh_zstat1.nii.gz",10,160
"sub_10","ses_01",2,2,"M17pillowD.avi",143,160,"Motion","thresh_zstat1.nii.gz",10,160
"sub_10","ses_02",3,1,"S13lightD.avi",5,17,"Scrambled","thresh_zstat2.nii.gz",12,190
"sub_10","ses_02",3,1,"S16pencilD.avi",20,40,"Scrambled","thresh_zstat2.nii.gz",20,190
"sub_10","ses_02",3,1,"M13lightD.avi",43,55,"Motion","thresh_zstat1.nii.gz",12,190
"sub_10","ses_02",3,1,"S18removerD.avi",58,73,"Scrambled","thresh_zstat2.nii.gz",15,190
"sub_10","ses_02",3,1,"M16pencilD.avi",76,96,"Motion","thresh_zstat1.nii.gz",20,190
"sub_10","ses_02",3,1,"S19sandwichD.avi",99,117,"Scrambled","thresh_zstat2.nii.gz",18,190
"sub_10","ses_02",3,1,"M18removerD.avi",120,135,"Motion","thresh_zstat1.nii.gz",15,190
"sub_10","ses_02",3,1,"S22shirtD.avi",138,147,"Scrambled","thresh_zstat2.nii.gz",9,190
"sub_10","ses_02",3,1,"M19sandwichD.avi",150,168,"Motion","thresh_zstat1.nii.gz",18,190
"sub_10","ses_02",3,1,"M22shirtD.avi",171,190,"Motion","thresh_zstat1.nii.gz",9,190
"sub_10","ses_02",3,2,"S22shirtD.avi",4,13,"Scrambled","thresh_zstat2.nii.gz",9,190
"sub_10","ses_02",3,2,"S18removerD.avi",16,31,"Scrambled","thresh_zstat2.nii.gz",15,190
"sub_10","ses_02",3,2,"M22shirtD.avi",34,43,"Motion","thresh_zstat1.nii.gz",9,190
"sub_10","ses_02",3,2,"S16pencilD.avi",46,66,"Scrambled","thresh_zstat2.nii.gz",20,190
"sub_10","ses_02",3,2,"M18removerD.avi",69,84,"Motion","thresh_zstat1.nii.gz",15,190
"sub_10","ses_02",3,2,"S13lightD.avi",87,99,"Scrambled","thresh_zstat2.nii.gz",12,190
"sub_10","ses_02",3,2,"M16pencilD.avi",102,122,"Motion","thresh_zstat1.nii.gz",20,190
"sub_10","ses_02",3,2,"S19sandwichD.avi",125,143,"Scrambled","thresh_zstat2.nii.gz",18,190
"sub_10","ses_02",3,2,"M13lightD.avi",146,158,"Motion","thresh_zstat1.nii.gz",12,190
"sub_10","ses_02",3,2,"M19sandwichD.avi",161,190,"Motion","thresh_zstat1.nii.gz",18,190
"sub_10","ses_02",4,1,"S2boatD.avi",4,26,"Scrambled","thresh_zstat2.nii.gz",22,145
"sub_10","ses_02",4,1,"S4buttonD.avi",29,45,"Scrambled","thresh_zstat2.nii.gz",16,145
"sub_10","ses_02",4,1,"M2boatD.avi",48,70,"Motion","thresh_zstat1.nii.gz",22,145
"sub_10","ses_02",4,1,"S5cardD.avi",73,93,"Scrambled","thresh_zstat2.nii.gz",20,145
"sub_10","ses_02",4,1,"M4buttonD.avi",96,112,"Motion","thresh_zstat1.nii.gz",16,145
"sub_10","ses_02",4,1,"M5cardD.avi",115,145,"Motion","thresh_zstat1.nii.gz",20,145
"sub_10","ses_02",4,2,"S5cardD.avi",4,24,"Scrambled","thresh_zstat2.nii.gz",20,145
"sub_10","ses_02",4,2,"S4buttonD.avi",27,43,"Scrambled","thresh_zstat2.nii.gz",16,145
"sub_10","ses_02",4,2,"M5cardD.avi",46,66,"Motion","thresh_zstat1.nii.gz",20,145
"sub_10","ses_02",4,2,"S2boatD.avi",69,91,"Scrambled","thresh_zstat2.nii.gz",22,145
"sub_10","ses_02",4,2,"M4buttonD.avi",94,110,"Motion","thresh_zstat1.nii.gz",16,145
"sub_10","ses_02",4,2,"M2boatD.avi",113,145,"Motion","thresh_zstat1.nii.gz",22,145
"sub_11","ses_01",1,1,"S1ballonD.avi",5,17,"Scrambled","thresh_zstat2.nii.gz",12,220
"sub_11","ses_01",1,1,"S3breakfastD.avi",20,39,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_11","ses_01",1,1,"M1ballonD.avi",42,54,"Motion","thresh_zstat1.nii.gz",12,220
"sub_11","ses_01",1,1,"S6cigaretteD.avi",57,74,"Scrambled","thresh_zstat2.nii.gz",17,220
"sub_11","ses_01",1,1,"M3breakfastD.avi",77,96,"Motion","thresh_zstat1.nii.gz",19,220
"sub_11","ses_01",1,1,"S7flowersD.avi",99,118,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_11","ses_01",1,1,"M6cigaretteD.avi",121,138,"Motion","thresh_zstat1.nii.gz",17,220
"sub_11","ses_01",1,1,"S8frameD.avi",141,168,"Scrambled","thresh_zstat2.nii.gz",27,220
"sub_11","ses_01",1,1,"M7flowersD.avi",171,190,"Motion","thresh_zstat1.nii.gz",19,220
"sub_11","ses_01",1,1,"M8frameD.avi",193,220,"Motion","thresh_zstat1.nii.gz",27,220
"sub_11","ses_01",1,2,"S8frameD.avi",4,31,"Scrambled","thresh_zstat2.nii.gz",27,220
"sub_11","ses_01",1,2,"S6cigaretteD.avi",34,51,"Scrambled","thresh_zstat2.nii.gz",17,220
"sub_11","ses_01",1,2,"M8frameD.avi",54,81,"Motion","thresh_zstat1.nii.gz",27,220
"sub_11","ses_01",1,2,"S3breakfastD.avi",84,103,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_11","ses_01",1,2,"M6cigaretteD.avi",106,123,"Motion","thresh_zstat1.nii.gz",17,220
"sub_11","ses_01",1,2,"S1ballonD.avi",126,138,"Scrambled","thresh_zstat2.nii.gz",12,220
"sub_11","ses_01",1,2,"M3breakfastD.avi",141,160,"Motion","thresh_zstat1.nii.gz",19,220
"sub_11","ses_01",1,2,"S7flowersD.avi",163,182,"Scrambled","thresh_zstat2.nii.gz",19,220
"sub_11","ses_01",1,2,"M1ballonD.avi",185,197,"Motion","thresh_zstat1.nii.gz",12,220
"sub_11","ses_01",1,2,"M7flowersD.avi",200,220,"Motion","thresh_zstat1.nii.gz",19,220
"sub_11","ses_01",2,1,"S12letterD.avi",4,14,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_11","ses_01",2,1,"S14nailD.avi",17,28,"Scrambled","thresh_zstat2.nii.gz",11,160
"sub_11","ses_01",2,1,"M12letterD.avi",31,41,"Motion","thresh_zstat1.nii.gz",10,160
"sub_11","ses_01",2,1,"S15juiceD.avi",44,59,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_11","ses_01",2,1,"M14nailD.avi",62,73,"Motion","thresh_zstat1.nii.gz",11,160
"sub_11","ses_01",2,1,"S17pillowD.avi",76,86,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_11","ses_01",2,1,"M15juiceD.avi",89,104,"Motion","thresh_zstat1.nii.gz",15,160
"sub_11","ses_01",2,1,"S21toastD.avi",107,122,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_11","ses_01",2,1,"M17pillowD.avi",125,135,"Motion","thresh_zstat1.nii.gz",10,160
"sub_11","ses_01",2,1,"M21toastD.avi",138,160,"Motion","thresh_zstat1.nii.gz",15,160
"sub_11","ses_01",2,2,"S21toastD.avi",4,19,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_11","ses_01",2,2,"S15juiceD.avi",22,37,"Scrambled","thresh_zstat2.nii.gz",15,160
"sub_11","ses_01",2,2,"M21toastD.avi",40,55,"Motion","thresh_zstat1.nii.gz",15,160
"sub_11","ses_01",2,2,"S14nailD.avi",58,69,"Scrambled","thresh_zstat2.nii.gz",11,160
"sub_11","ses_01",2,2,"M15juiceD.avi",72,87,"Motion","thresh_zstat1.nii.gz",15,160
"sub_11","ses_01",2,2,"S12letterD.avi",90,100,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_11","ses_01",2,2,"M14nailD.avi",103,114,"Motion","thresh_zstat1.nii.gz",11,160
"sub_11","ses_01",2,2,"S17pillowD.avi",117,127,"Scrambled","thresh_zstat2.nii.gz",10,160
"sub_11","ses_01",2,2,"M12letterD.avi",130,140,"Motion","thresh_zstat1.nii.gz",10,160
"sub_11","ses_01",2,2,"M17pillowD.avi",143,160,"Motion","thresh_zstat1.nii.gz",10,160
"sub_11","ses_02",3,1,"S13lightD.avi",5,17,"Scrambled","thresh_zstat2.nii.gz",12,190
"sub_11","ses_02",3,1,"S16pencilD.avi",20,40,"Scrambled","thresh_zstat2.nii.gz",20,190
"sub_11","ses_02",3,1,"M13lightD.avi",43,55,"Motion","thresh_zstat1.nii.gz",12,190
"sub_11","ses_02",3,1,"S18removerD.avi",58,73,"Scrambled","thresh_zstat2.nii.gz",15,190
"sub_11","ses_02",3,1,"M16pencilD.avi",76,96,"Motion","thresh_zstat1.nii.gz",20,190
"sub_11","ses_02",3,1,"S19sandwichD.avi",99,117,"Scrambled","thresh_zstat2.nii.gz",18,190
"sub_11","ses_02",3,1,"M18removerD.avi",120,135,"Motion","thresh_zstat1.nii.gz",15,190
"sub_11","ses_02",3,1,"S22shirtD.avi",138,147,"Scrambled","thresh_zstat2.nii.gz",9,190
"sub_11","ses_02",3,1,"M19sandwichD.avi",150,168,"Motion","thresh_zstat1.nii.gz",18,190
"sub_11","ses_02",3,1,"M22shirtD.avi",171,190,"Motion","thresh_zstat1.nii.gz",9,190
"sub_11","ses_02",3,2,"S22shirtD.avi",4,13,"Scrambled","thresh_zstat2.nii.gz",9,190
"sub_11","ses_02",3,2,"S18removerD.avi",16,31,"Scrambled","thresh_zstat2.nii.gz",15,190
"sub_11","ses_02",3,2,"M22shirtD.avi",34,43,"Motion","thresh_zstat1.nii.gz",9,190
"sub_11","ses_02",3,2,"S16pencilD.avi",46,66,"Scrambled","thresh_zstat2.nii.gz",20,190
"sub_11","ses_02",3,2,"M18removerD.avi",69,84,"Motion","thresh_zstat1.nii.gz",15,190
"sub_11","ses_02",3,2,"S13lightD.avi",87,99,"Scrambled","thresh_zstat2.nii.gz",12,190
"sub_11","ses_02",3,2,"M16pencilD.avi",102,122,"Motion","thresh_zstat1.nii.gz",20,190
"sub_11","ses_02",3,2,"S19sandwichD.avi",125,143,"Scrambled","thresh_zstat2.nii.gz",18,190
"sub_11","ses_02",3,2,"M13lightD.avi",146,158,"Motion","thresh_zstat1.nii.gz",12,190
"sub_11","ses_02",3,2,"M19sandwichD.avi",161,190,"Motion","thresh_zstat1.nii.gz",18,190
"sub_11","ses_02",4,1,"S2boatD.avi",4,26,"Scrambled","thresh_zstat2.nii.gz",22,145
"sub_11","ses_02",4,1,"S4buttonD.avi",29,45,"Scrambled","thresh_zstat2.nii.gz",16,145
"sub_11","ses_02",4,1,"M2boatD.avi",48,70,"Motion","thresh_zstat1.nii.gz",22,145
"sub_11","ses_02",4,1,"S5cardD.avi",73,93,"Scrambled","thresh_zstat2.nii.gz",20,145
"sub_11","ses_02",4,1,"M4buttonD.avi",96,112,"Motion","thresh_zstat1.nii.gz",16,145
"sub_11","ses_02",4,1,"M5cardD.avi",115,145,"Motion","thresh_zstat1.nii.gz",20,145
"sub_11","ses_02",4,2,"S5cardD.avi",4,24,"Scrambled","thresh_zstat2.nii.gz",20,145
"sub_11","ses_02",4,2,"S4buttonD.avi",27,43,"Scrambled","thresh_zstat2.nii.gz",16,145
"sub_11","ses_02",4,2,"M5cardD.avi",46,66,"Motion","thresh_zstat1.nii.gz",20,145
"sub_11","ses_02",4,2,"S2boatD.avi",69,91,"Scrambled","thresh_zstat2.nii.gz",22,145
"sub_11","ses_02",4,2,"M4buttonD.avi",94,110,"Motion","thresh_zstat1.nii.gz",16,145
"sub_11","ses_02",4,2,"M2boatD.avi",113,145,"Motion","thresh_zstat1.nii.gz",22,145
"sub_12","ses_01",1,1,"S1ballonD.avi",4,16,"Scrambled","thresh_zstat2.nii.gz",12,220
"sub_12","ses_01",1,1,"S3breakfastD.avi",19,38,"Scrambled","thresh_zstat2.nii.gz",19,220
